bjd_tdb(days),NRS1_wlc_flux,NRS1_wlc_flux_err,NRS2_wlc_flux,NRS2_wlc_flux_err
2460118.781711228,0.9998209945946147,0.00012199051175964265,0.9995796075541328,0.0001718226606498597
2460118.7819306822,1.0001038193587732,0.00012199051175964265,0.9994167144882175,0.0001718226606498597
2460118.7821501363,0.9999682191036363,0.00012199051175964265,0.999956514386612,0.0001718226606498597
2460118.7823695904,1.0000236104986568,0.00012199051175964265,0.9998369235578455,0.0001718226606498597
2460118.7825890444,1.000090693867084,0.00012199051175964265,0.9997336959038594,0.0001718226606498597
2460118.7828084985,1.0002787547892276,0.00012199051175964265,0.9996792018426494,0.0001718226606498597
2460118.7830279525,1.000145569400722,0.00012199051175964265,0.9996901547458572,0.0001718226606498597
2460118.7832474066,1.0001848473070756,0.00012199051175964265,0.9998780549863241,0.0001718226606498597
2460118.7834668607,1.0002733325357183,0.00012199051175964265,0.9999461659114945,0.0001718226606498597
2460118.7836863147,0.999935484311106,0.00012199051175964265,0.9997252763577412,0.0001718226606498597
2460118.7839057688,1.0001875559139641,0.00012199051175964265,1.0000722485885027,0.0001718226606498597
2460118.784125223,1.0001557590110257,0.00012199051175964265,0.9997497666608659,0.0001718226606498597
2460118.784344677,1.0003609504725874,0.00012199051175964265,0.9999098604997264,0.0001718226606498597
2460118.7845641314,1.000273098752444,0.00012199051175964265,0.999652641249238,0.0001718226606498597
2460118.7847835855,1.0003367831911152,0.00012199051175964265,0.9995775890746477,0.0001718226606498597
2460118.7850030395,1.000357915482745,0.00012199051175964265,1.0001741185463302,0.0001718226606498597
2460118.7852224936,1.000095669277675,0.00012199051175964265,0.9998456849975957,0.0001718226606498597
2460118.7854419476,1.0000341151541483,0.00012199051175964265,1.0000085674712271,0.0001718226606498597
2460118.7856614017,1.0001070479721084,0.00012199051175964265,0.9997811736014899,0.0001718226606498597
2460118.7858808558,1.0002058753620542,0.00012199051175964265,0.9999710201273512,0.0001718226606498597
2460118.78610031,1.0001734906562239,0.00012199051175964265,1.0002029833908914,0.0001718226606498597
2460118.786319764,1.0000212665750634,0.00012199051175964265,0.9998763927983159,0.0001718226606498597
2460118.786539218,1.0003066611458435,0.00012199051175964265,1.0000751893614217,0.0001718226606498597
2460118.786758672,1.0001818215595353,0.00012199051175964265,0.9999294952661146,0.0001718226606498597
2460118.786978126,1.0001434687100226,0.00012199051175964265,1.0000954142776057,0.0001718226606498597
2460118.7871975806,1.0000289187991382,0.00012199051175964265,1.0000248672730694,0.0001718226606498597
2460118.7874170346,1.00020988261149,0.00012199051175964265,0.9998300572332813,0.0001718226606498597
2460118.7876364887,1.0000862301239644,0.00012199051175964265,1.000127967276021,0.0001718226606498597
2460118.7878559427,1.0000832073401495,0.00012199051175964265,0.9999158928906218,0.0001718226606498597
2460118.788075397,1.000279637398016,0.00012199051175964265,1.0000154768627365,0.0001718226606498597
2460118.788294851,0.9999468807010615,0.00012199051175964265,0.9997916113333045,0.0001718226606498597
2460118.788514305,1.00005233042394,0.00012199051175964265,1.0001694491978994,0.0001718226606498597
2460118.788733759,1.0001600903012968,0.00012199051175964265,0.9997632054892766,0.0001718226606498597
2460118.788953213,1.000265934973712,0.00012199051175964265,0.999885415281328,0.0001718226606498597
2460118.789172667,1.0002668278056062,0.00012199051175964265,0.9999047069096441,0.0001718226606498597
2460118.789392121,1.0000399927731798,0.00012199051175964265,0.9996996586944048,0.0001718226606498597
2460118.789611575,1.0003897342056323,0.00012199051175964265,0.9994899115676019,0.0001718226606498597
2460118.7898310293,1.0001363747826688,0.00012199051175964265,1.0001686654879756,0.0001718226606498597
2460118.790050484,1.0003071656176337,0.00012199051175964265,1.0002144388842014,0.0001718226606498597
